1068,0
642,10
2352,10
2565,0
2992,0
3206,10
851,0
851,10
1493,10
218,10
205,0
221,0
1726,0
3235,0
1523,0
1899,0
3235,10
1899,10
3245,10
2606,10
1536,10
680,0
3169,0
1965,0
2740,0
1966,10
2312,10
1883,10
1668,10
1754,10
470,10
1019,0
1447,0
692,0
2730,0
2404,0
264,0
693,10
2405,10
374,0
3048,0
1336,0
1230,10
2624,10
2937,0
485,10
1867,10
2626,0
2508,0
795,0
915,0
2507,0
2078,10
923,10
924,10
571,10
2851,10
2426,0
2065,0
3284,10
1572,10
2705,10
564,0
1628,0
772,0
2270,0
1804,0
2474,10
3113,0
2021,10
1828,0
2450,10
2237,0
3096,10
2038,10
1599,0
3311,10
315,0
3107,0
3315,0
2568,1
860,1
2559,1
419,9
1291,9
3194,9
1084,1
1310,1
178,1
676,9
894,1
1761,9
477,1
2945,1
2189,9
1875,1
163,9
3259,9
1765,1
1554,9
698,1
1012,1
274,9
1436,9
1986,9
2292,9
786,9
354,1
2066,9
2922,1
129,9
1833,9
2878,9
2026,1
2036,9
316,9
2033,1
2031,9
426,8
2994,8
1285,2
3212,2
210,8
1066,2
1066,8
423,2
2999,2
2143,2
2358,8
218,2
1492,2
1930,2
1703,2
1719,2
2575,8
3003,8
412,2
400,2
1256,2
2166,2
2539,2
1255,2
3240,8
1528,8
461,2
2961,2
2173,2
248,8
1750,8
174,2
2820,2
1029,8
2393,8
2313,2
2954,2
1242,2
3381,2
41,8
897,2
591,2
2407,8
698,2
2724,8
2410,8
274,2
3148,2
274,8
1642,2
1352,2
3136,2
3136,8
1571,8
566,2
2278,8
3347,2
3347,8
2063,8
718,2
992,2
2430,2
3125,8
3124,8
1412,8
125,2
2441,8
553,2
2869,2
1157,2
2048,2
91,8
1619,8
1405,2
2017,2
305,8
1594,2
112,2
1824,2
112,8
3310,8
968,8
314,2
1396,2
3099,2
2035,2
1603,2
212,7
850,3
860,3
646,7
2358,7
1505,3
1917,7
1061,3
633,3
2789,3
1077,3
2796,3
2967,3
3393,3
1681,3
1741,3
1681,7
1313,3
2749,7
609,3
2813,3
3243,7
894,3
466,3
2956,3
1875,3
163,7
3259,7
1547,7
1871,3
3152,7
584,3
1650,3
152,3
1864,3
3270,7
1352,7
1360,7
2062,7
1412,3
3336,3
1624,7
1798,7
768,3
942,3
2654,7
982,3
2440,3
1408,7
2014,7
1158,3
2264,3
3086,7
1192,3
116,3
3306,3
1594,3
1828,3
3306,7
1828,7
1400,7
2022,7
2668,3
754,7
2668,7
1396,3
2882,7
1170,7
2252,7
1174,3
749,3
2673,3
2780,4
2780,6
3208,6
422,6
1288,6
1278,4
7,4
846,6
651,6
1059,6
2363,6
2556,4
438,6
1509,4
14,6
2154,6
1695,4
1727,4
230,6
624,4
2798,4
2798,6
1087,4
2335,4
623,6
2158,6
669,4
1682,6
1098,4
1958,4
2814,4
1531,6
174,4
3248,4
1536,6
681,4
2393,4
2741,6
3250,4
2097,6
171,6
1026,6
2396,6
49,4
1761,4
3259,4
263,6
3159,6
1119,4
2618,4
2516,4
906,6
3158,4
2515,4
1017,6
3157,4
1550,4
1872,4
160,6
588,6
56,4
2937,4
154,4
1866,6
2721,4
581,4
794,4
2628,4
2506,4
1344,4
3056,6
274,4
274,6
1436,6
2071,4
1215,6
282,4
1428,4
1428,6
3353,4
2637,4
3350,4
72,6
1784,6
1357,6
3283,4
3284,4
3284,6
779,6
136,4
2858,6
770,4
2652,4
1368,4
2439,6
1621,4
1801,4
2049,6
2905,6
2476,6
550,4
2872,4
1615,4
1615,6
951,4
2471,4
2021,4
1614,4
524,6
2236,6
525,6
2026,6
2252,4
533,6
1177,6

fold along x=1711
fold along x=855
fold along y=5
fold along x=427
fold along x=213
fold along x=106
